Category1,Source1,Category2,Source2,similarity,PapersInC1,PapersInC2,PapersInBoth,Discripancy
new public management,OpenAIRE,new public management,OpenAlex,1.0,6,4,4,0.6666666666666666
range of motion,OpenAIRE,range of motion,OpenAlex,1.0,8,7,6,0.6666666666666666
shape-memory polymer,OpenAIRE,shape-memory polymer,OpenAlex,1.0,7,8,7,0.875
boredom,OpenAIRE,boredom,OpenAlex,1.0,6,5,5,0.8333333333333334
echo state network,OpenAlex,echo state network,OpenAIRE,1.0,6,6,5,0.7142857142857143
partial correlation,OpenAlex,partial correlation,OpenAIRE,1.0,8,7,6,0.6666666666666666
recall test,OpenAIRE,recall test,OpenAlex,1.0,7,6,5,0.625
recall test,OpenAlex,recall test,OpenAIRE,1.0,6,7,5,0.625
shannon–fano coding,OpenAIRE,shannon–fano coding,OpenAlex,1.0,8,5,5,0.625
quantile regression,OpenAIRE,quantile regression,OpenAlex,1.0,8,10,8,0.8
quantile,OpenAIRE,quantile regression,OpenAlex,0.9174814467733052,13,10,9,0.6428571428571429
nonholonomic system,OpenAlex,nonholonomic system,OpenAIRE,1.0,24,23,20,0.7407407407407407
tribology,OpenAIRE,tribology,OpenAlex,1.0,7,8,6,0.6666666666666666
tribology,OpenAlex,tribology,OpenAIRE,1.0,8,7,6,0.6666666666666666
neuroevolution,OpenAIRE,neuroevolution,OpenAlex,1.0,7,6,5,0.625
shape-memory polymer,OpenAlex,shape-memory polymer,OpenAIRE,1.0,8,7,7,0.875
dephasing,OpenAlex,dephasing,OpenAIRE,1.0,7,6,6,0.8571428571428571
quantile regression,OpenAlex,quantile regression,OpenAIRE,1.0,10,8,8,0.8
thermal conductivity,OpenAIRE,thermal conductivity,OpenAlex,1.0,6,7,5,0.625
recidivism,OpenAlex,recidivism,OpenAIRE,1.0,6,5,5,0.8333333333333334
deadlock,OpenAIRE,deadlock,OpenAlex,1.0,6,4,4,0.6666666666666666
sequential minimal optimization,OpenAIRE,sequential minimal optimization,OpenAlex,1.0,8,5,5,0.625
thermal conductivity,OpenAlex,thermal conductivity,OpenAIRE,1.0,7,6,5,0.625
pronunciation,OpenAlex,pronunciation,OpenAIRE,1.0,10,8,7,0.6363636363636364
metaplasticity,OpenAIRE,metaplasticity,OpenAlex,1.0,7,9,7,0.7777777777777778
metaplasticity,OpenAlex,metaplasticity,OpenAIRE,1.0,9,7,7,0.7777777777777778
mean-shift,OpenAIRE,mean-shift,OpenAlex,1.0,8,5,5,0.625
dijkstra's algorithm,OpenAlex,dijkstra's algorithm,OpenAIRE,1.0,6,4,4,0.6666666666666666
design thinking,OpenAIRE,design thinking,OpenAlex,1.0,6,5,5,0.8333333333333334
compositional data,OpenAIRE,compositional data,OpenAlex,1.0,7,8,6,0.6666666666666666
compositional data,OpenAlex,compositional data,OpenAIRE,1.0,8,7,6,0.6666666666666666
allometry,OpenAIRE,allometry,OpenAlex,1.0,6,4,4,0.6666666666666666
infomax,OpenAIRE,infomax,OpenAlex,1.0,7,6,5,0.625
infomax,OpenAlex,infomax,OpenAIRE,1.0,6,7,5,0.625
organizational identity,OpenAIRE,organizational identity,OpenAlex,1.0,11,8,8,0.7272727272727273
fluctuating asymmetry,OpenAlex,fluctuating asymmetry,OpenAIRE,1.0,6,5,5,0.8333333333333334
homophily,OpenAIRE,homophily,OpenAlex,1.0,6,6,6,1.0
homophily,OpenAlex,homophily,OpenAIRE,1.0,6,6,6,1.0
unified medical language system,OpenAIRE,unified medical language system,OpenAlex,1.0,7,8,6,0.6666666666666666
wetting,OpenAlex,wetting,OpenAIRE,1.0,6,6,5,0.7142857142857143
readability,OpenAIRE,readability,OpenAlex,1.0,6,7,6,0.8571428571428571
readability,OpenAlex,readability,OpenAIRE,1.0,7,6,6,0.8571428571428571
annoyance,OpenAlex,annoyance,OpenAIRE,1.0,7,5,5,0.7142857142857143
newspaper,OpenAlex,newspaper,OpenAIRE,1.0,13,10,9,0.6428571428571429
eavesdropping,OpenAIRE,eavesdropping,OpenAlex,1.0,7,9,7,0.7777777777777778
eavesdropping,OpenAlex,eavesdropping,OpenAIRE,1.0,9,7,7,0.7777777777777778
manifesto,OpenAlex,manifesto,OpenAIRE,1.0,7,6,6,0.8571428571428571
stroop effect,OpenAIRE,stroop effect,OpenAlex,1.0,12,8,8,0.6666666666666666
stroop effect,OpenAlex,stroop effect,OpenAIRE,1.0,8,12,8,0.6666666666666666
occupancy,OpenAlex,occupancy,OpenAIRE,1.0,7,5,5,0.7142857142857143
snow,OpenAlex,snow,OpenAIRE,1.0,9,6,6,0.6666666666666666
umbrella sampling,OpenAlex,umbrella sampling,OpenAIRE,1.0,7,5,5,0.7142857142857143
cloaking,OpenAIRE,cloaking,OpenAlex,1.0,6,4,4,0.6666666666666666
traceability,OpenAIRE,traceability,OpenAlex,1.0,6,6,5,0.7142857142857143
agile software development,OpenAlex,agile software development,OpenAIRE,1.0,8,5,5,0.625
steiner tree problem,OpenAlex,steiner tree problem,OpenAIRE,1.0,6,4,4,0.6666666666666666
global analytic function,OpenAIRE,analytic function,OpenAlex,0.926117496141434,6,6,6,1.0
analytic function,OpenAlex,global analytic function,OpenAIRE,0.926117496141434,6,6,6,1.0
mach number,OpenAlex,mach number,OpenAIRE,1.0,7,5,5,0.7142857142857143
frustration,OpenAIRE,frustration,OpenAlex,1.0,6,4,4,0.6666666666666666
diversity index,OpenAlex,diversity index,OpenAIRE,1.0,6,4,4,0.6666666666666666
brainstem,OpenAlex,brainstem,OpenAIRE,1.0,6,4,4,0.6666666666666666
stochastic petri net,OpenAlex,stochastic petri net,OpenAIRE,1.0,6,5,5,0.8333333333333334
